ID,Year,Month,Day,Date_,Hour,Minute,Second,Time_,Date,Spacecraft_,Spacecraft,Type_ipshock,Origem,Chave,Repete?,Accept
1981,2011,6,16,6/16/2011,21,0,40,9:00:40 PM,2011-06-16 21:00:40,STEREO-B,STB,FF,IPShock,201161621040STEREO-B,,0
1983,2011,6,17,6/17/2011,2,12,23,2:12:23 AM,2011-06-17 02:12:23,STEREO-B,STB,FR,IPShock,201161721223STEREO-B,,0
183000000,2011,6,17,6/17/2011,2,12,23,2:12:23 AM,2011-06-17 02:12:23,STEREO-B,STB,FR,SSC,201161721223STEREO-B,Repetido,1
1985,2011,6,18,6/18/2011,13,49,10,1:49:10 PM,2011-06-18 13:49:10,STEREO-B,STB,FR,IPShock,2011618134910STEREO-B,,0
184000000,2011,6,18,6/18/2011,13,49,10,1:49:10 PM,2011-06-18 13:49:10,STEREO-B,STB,FR,SSC,2011618134910STEREO-B,Repetido,1
1988,2011,7,4,7/4/2011,23,12,0,11:12:00 PM,2011-07-04 23:12:00,STEREO-B,STB,FF,IPShock,20117423120STEREO-B,,0
185000000,2011,7,4,7/4/2011,23,12,10,11:12:10 PM,2011-07-04 23:12:10,STEREO-B,STB,FF,SSC,201174231210STEREO-B,,0
1992,2011,7,12,7/12/2011,3,47,3,3:47:03 AM,2011-07-12 03:47:03,STEREO-A,STA,FF,IPShock,20117123473STEREO-A,,0
186000000,2011,7,12,7/12/2011,3,47,3,3:47:03 AM,2011-07-12 03:47:03,STEREO-A,STA,FF,SSC,20117123473STEREO-A,Repetido,1
1993,2011,7,19,7/19/2011,18,45,56,6:45:56 PM,2011-07-19 18:45:56,STEREO-B,STB,FF,IPShock,2011719184556STEREO-B,,0
187000000,2011,7,19,7/19/2011,18,45,56,6:45:56 PM,2011-07-19 18:45:56,STEREO-B,STB,FF,SSC,2011719184556STEREO-B,Repetido,1
1994,2011,7,23,7/23/2011,9,41,9,9:41:09 AM,2011-07-23 09:41:09,STEREO-A,STA,FF,IPShock,20117239419STEREO-A,,0
188000000,2011,7,23,7/23/2011,9,41,9,9:41:09 AM,2011-07-23 09:41:09,STEREO-A,STA,FF,SSC,20117239419STEREO-A,Repetido,1
1995,2011,7,24,7/24/2011,22,36,0,10:36:00 PM,2011-07-24 22:36:00,STEREO-A,STA,FR,IPShock,201172422360STEREO-A,,0
189000000,2011,7,24,7/24/2011,22,36,0,10:36:00 PM,2011-07-24 22:36:00,STEREO-A,STA,FR,SSC,201172422360STEREO-A,Repetido,1
2003,2011,8,6,8/6/2011,12,42,39,12:42:39 PM,2011-08-06 12:42:39,STEREO-A,STA,FF,IPShock,201186124239STEREO-A,,0
190000000,2011,8,6,8/6/2011,12,42,39,12:42:39 PM,2011-08-06 12:42:39,STEREO-A,STA,FF,SSC,201186124239STEREO-A,Repetido,1
2004,2011,8,9,8/9/2011,13,58,26,1:58:26 PM,2011-08-09 13:58:26,STEREO-B,STB,FR,IPShock,201189135826STEREO-B,,0
2005,2011,8,11,8/11/2011,5,38,57,5:38:57 AM,2011-08-11 05:38:57,STEREO-A,STA,FF,IPShock,201181153857STEREO-A,,0
191000000,2011,8,11,8/11/2011,5,38,57,5:38:57 AM,2011-08-11 05:38:57,STEREO-A,STA,FF,SSC,201181153857STEREO-A,Repetido,1
2006,2011,8,13,8/13/2011,19,43,20,7:43:20 PM,2011-08-13 19:43:20,STEREO-A,STA,FF,IPShock,2011813194320STEREO-A,,0
192000000,2011,8,13,8/13/2011,19,43,20,7:43:20 PM,2011-08-13 19:43:20,STEREO-A,STA,FF,SSC,2011813194320STEREO-A,Repetido,1
2007,2011,8,20,8/20/2011,21,51,46,9:51:46 PM,2011-08-20 21:51:46,STEREO-B,STB,FF,IPShock,2011820215146STEREO-B,,0
193000000,2011,8,20,8/20/2011,21,51,46,9:51:46 PM,2011-08-20 21:51:46,STEREO-B,STB,FF,SSC,2011820215146STEREO-B,Repetido,1
194000000,2011,8,27,8/27/2011,2,3,36,2:03:36 AM,2011-08-27 02:03:36,STEREO-B,STB,FF,SSC,20118272336STEREO-B,,0
195000000,2011,9,4,9/4/2011,12,38,3,12:38:03 PM,2011-09-04 12:38:03,STEREO-B,STB,FF,SSC,20119412383STEREO-B,,0
196000000,2011,9,8,9/8/2011,16,1,27,4:01:27 PM,2011-09-08 16:01:27,STEREO-A,STA,FF,SSC,20119816127STEREO-A,,0
2008,2011,9,8,9/8/2011,16,1,27,4:01:27 PM,2011-09-08 16:01:27,STEREO-A,STA,FF,IPShock,20119816127STEREO-A,Repetido,1
2009,2011,9,8,9/8/2011,23,45,2,11:45:02 PM,2011-09-08 23:45:02,STEREO-A,STA,FF,IPShock,20119823452STEREO-A,,0
2013,2011,9,11,9/11/2011,8,51,29,8:51:29 AM,2011-09-11 08:51:29,STEREO-A,STA,FF,IPShock,201191185129STEREO-A,,0
197000000,2011,9,11,9/11/2011,8,51,29,8:51:29 AM,2011-09-11 08:51:29,STEREO-A,STA,FF,SSC,201191185129STEREO-A,Repetido,1
2014,2011,9,14,9/14/2011,22,6,27,10:06:27 PM,2011-09-14 22:06:27,STEREO-B,STB,FF,IPShock,201191422627STEREO-B,,0
2018,2011,9,19,9/19/2011,13,35,47,1:35:47 PM,2011-09-19 13:35:47,STEREO-A,STA,FF,IPShock,2011919133547STEREO-A,,0
198000000,2011,9,21,9/21/2011,1,26,55,1:26:55 AM,2011-09-21 01:26:55,STEREO-B,STB,FF,SSC,201192112655STEREO-B,,0
2019,2011,9,21,9/21/2011,1,27,0,1:27:00 AM,2011-09-21 01:27:00,STEREO-B,STB,FF,IPShock,20119211270STEREO-B,,0
199000000,2011,9,21,9/21/2011,1,27,12,1:27:12 AM,2011-09-21 01:27:12,STEREO-B,STB,FF,SSC,201192112712STEREO-B,,0
200000000,2011,9,21,9/21/2011,22,35,45,10:35:45 PM,2011-09-21 22:35:45,STEREO-A,STA,FF,SSC,2011921223545STEREO-A,,0
201000000,2011,9,24,9/24/2011,8,30,41,8:30:41 AM,2011-09-24 08:30:41,STEREO-A,STA,FF,SSC,201192483041STEREO-A,,0
2020,2011,9,24,9/24/2011,8,30,41,8:30:41 AM,2011-09-24 08:30:41,STEREO-A,STA,FF,IPShock,201192483041STEREO-A,Repetido,1
2021,2011,9,24,9/24/2011,9,6,8,9:06:08 AM,2011-09-24 09:06:08,STEREO-B,STB,FF,IPShock,2011924968STEREO-B,,0
202000000,2011,9,24,9/24/2011,9,6,8,9:06:08 AM,2011-09-24 09:06:08,STEREO-B,STB,FF,SSC,2011924968STEREO-B,Repetido,1
2024,2011,9,28,9/28/2011,3,54,29,3:54:29 AM,2011-09-28 03:54:29,STEREO-A,STA,FF,IPShock,201192835429STEREO-A,,0
203000000,2011,9,28,9/28/2011,3,54,29,3:54:29 AM,2011-09-28 03:54:29,STEREO-A,STA,FF,SSC,201192835429STEREO-A,Repetido,1
2025,2011,10,2,10/2/2011,6,53,12,6:53:12 AM,2011-10-02 06:53:12,STEREO-A,STA,FF,IPShock,201110265312STEREO-A,,0
204000000,2011,10,2,10/2/2011,6,53,12,6:53:12 AM,2011-10-02 06:53:12,STEREO-A,STA,FF,SSC,201110265312STEREO-A,Repetido,1
2026,2011,10,3,10/3/2011,2,28,25,2:28:25 AM,2011-10-03 02:28:25,STEREO-A,STA,FF,IPShock,201110322825STEREO-A,,0
205000000,2011,10,3,10/3/2011,2,28,25,2:28:25 AM,2011-10-03 02:28:25,STEREO-A,STA,FF,SSC,201110322825STEREO-A,Repetido,1
206000000,2011,10,3,10/3/2011,11,48,17,11:48:17 AM,2011-10-03 11:48:17,STEREO-B,STB,FF,SSC,2011103114817STEREO-B,,0
2027,2011,10,3,10/3/2011,22,23,24,10:23:24 PM,2011-10-03 22:23:24,STEREO-B,STB,FF,IPShock,2011103222324STEREO-B,,0
207000000,2011,10,3,10/3/2011,22,23,24,10:23:24 PM,2011-10-03 22:23:24,STEREO-B,STB,FF,SSC,2011103222324STEREO-B,Repetido,1
2029,2011,10,6,10/6/2011,3,55,6,3:55:06 AM,2011-10-06 03:55:06,STEREO-A,STA,FF,IPShock,20111063556STEREO-A,,0
208000000,2011,10,6,10/6/2011,3,55,6,3:55:06 AM,2011-10-06 03:55:06,STEREO-A,STA,FF,SSC,20111063556STEREO-A,Repetido,1
2030,2011,10,7,10/7/2011,11,26,41,11:26:41 AM,2011-10-07 11:26:41,STEREO-B,STB,FF,IPShock,2011107112641STEREO-B,,0
209000000,2011,10,7,10/7/2011,11,26,41,11:26:41 AM,2011-10-07 11:26:41,STEREO-B,STB,FF,SSC,2011107112641STEREO-B,Repetido,1
210000000,2011,10,7,10/7/2011,17,15,23,5:15:23 PM,2011-10-07 17:15:23,STEREO-A,STA,FF,SSC,2011107171523STEREO-A,,0
2031,2011,10,18,10/18/2011,2,3,10,2:03:10 AM,2011-10-18 02:03:10,STEREO-B,STB,FF,IPShock,201110182310STEREO-B,,0
2032,2011,10,18,10/18/2011,19,20,5,7:20:05 PM,2011-10-18 19:20:05,STEREO-B,STB,FF,IPShock,2011101819205STEREO-B,,0
211000000,2011,10,18,10/18/2011,19,20,5,7:20:05 PM,2011-10-18 19:20:05,STEREO-B,STB,FF,SSC,2011101819205STEREO-B,Repetido,1
2033,2011,10,23,10/23/2011,20,59,0,8:59:00 PM,2011-10-23 20:59:00,STEREO-A,STA,FF,IPShock,2011102320590STEREO-A,,0
212000000,2011,10,23,10/23/2011,20,59,0,8:59:00 PM,2011-10-23 20:59:00,STEREO-A,STA,FF,SSC,2011102320590STEREO-A,Repetido,1
2035,2011,10,25,10/25/2011,4,51,14,4:51:14 AM,2011-10-25 04:51:14,STEREO-A,STA,FF,IPShock,2011102545114STEREO-A,,0
213000000,2011,10,25,10/25/2011,4,51,14,4:51:14 AM,2011-10-25 04:51:14,STEREO-A,STA,FF,SSC,2011102545114STEREO-A,Repetido,1
2038,2011,11,1,11/1/2011,2,19,55,2:19:55 AM,2011-11-01 02:19:55,STEREO-B,STB,FR,IPShock,201111121955STEREO-B,,0
214000000,2011,11,1,11/1/2011,2,19,55,2:19:55 AM,2011-11-01 02:19:55,STEREO-B,STB,FR,SSC,201111121955STEREO-B,Repetido,1
2039,2011,11,2,11/2/2011,22,7,39,10:07:39 PM,2011-11-02 22:07:39,STEREO-B,STB,FF,IPShock,201111222739STEREO-B,,0
215000000,2011,11,2,11/2/2011,22,7,39,10:07:39 PM,2011-11-02 22:07:39,STEREO-B,STB,FF,SSC,201111222739STEREO-B,Repetido,1
2040,2011,11,5,11/5/2011,21,12,9,9:12:09 PM,2011-11-05 21:12:09,STEREO-A,STA,FF,IPShock,201111521129STEREO-A,,0
216000000,2011,11,5,11/5/2011,21,12,9,9:12:09 PM,2011-11-05 21:12:09,STEREO-A,STA,FF,SSC,201111521129STEREO-A,Repetido,1
2041,2011,11,6,11/6/2011,5,10,36,5:10:36 AM,2011-11-06 05:10:36,STEREO-B,STB,FF,IPShock,201111651036STEREO-B,,0
217000000,2011,11,6,11/6/2011,5,10,45,5:10:45 AM,2011-11-06 05:10:45,STEREO-B,STB,FF,SSC,201111651045STEREO-B,,0
218000000,2011,11,6,11/6/2011,12,35,14,12:35:14 PM,2011-11-06 12:35:14,STEREO-A,STA,FR,SSC,2011116123514STEREO-A,,0
2042,2011,11,6,11/6/2011,12,35,14,12:35:14 PM,2011-11-06 12:35:14,STEREO-A,STA,FR,IPShock,2011116123514STEREO-A,Repetido,1
2045,2011,11,13,11/13/2011,0,47,48,12:47:48 AM,2011-11-13 00:47:48,STEREO-B,STB,FF,IPShock,2011111304748STEREO-B,,0
2046,2011,11,17,11/17/2011,2,3,12,2:03:12 AM,2011-11-17 02:03:12,STEREO-B,STB,FF,IPShock,201111172312STEREO-B,,0
219000000,2011,11,17,11/17/2011,2,3,12,2:03:12 AM,2011-11-17 02:03:12,STEREO-B,STB,FF,SSC,201111172312STEREO-B,Repetido,1
220000000,2011,11,18,11/18/2011,3,29,44,3:29:43 AM,2011-11-18 03:29:43,STEREO-B,STB,FF,SSC,"2011111832943,5STEREO-B",,0
2047,2011,11,19,11/19/2011,7,42,40,7:42:40 AM,2011-11-19 07:42:40,STEREO-B,STB,FF,IPShock,2011111974240STEREO-B,,0
221000000,2011,11,19,11/19/2011,7,42,40,7:42:40 AM,2011-11-19 07:42:40,STEREO-B,STB,FF,SSC,2011111974240STEREO-B,Repetido,1
2048,2011,11,20,11/20/2011,13,38,42,1:38:42 PM,2011-11-20 13:38:42,STEREO-B,STB,FF,IPShock,20111120133842STEREO-B,,0
222000000,2011,11,20,11/20/2011,13,38,42,1:38:42 PM,2011-11-20 13:38:42,STEREO-B,STB,FF,SSC,20111120133842STEREO-B,Repetido,1
2049,2011,11,20,11/20/2011,21,50,23,9:50:23 PM,2011-11-20 21:50:23,STEREO-A,STA,FR,IPShock,20111120215023STEREO-A,,0
223000000,2011,11,20,11/20/2011,21,50,23,9:50:23 PM,2011-11-20 21:50:23,STEREO-A,STA,FR,SSC,20111120215023STEREO-A,Repetido,1
2050,2011,11,23,11/23/2011,17,35,5,5:35:05 PM,2011-11-23 17:35:05,STEREO-A,STA,FR,IPShock,2011112317355STEREO-A,,0
224000000,2011,11,23,11/23/2011,17,35,5,5:35:05 PM,2011-11-23 17:35:05,STEREO-A,STA,FR,SSC,2011112317355STEREO-A,Repetido,1
2051,2011,11,25,11/25/2011,21,39,3,9:39:03 PM,2011-11-25 21:39:03,STEREO-A,STA,FF,IPShock,2011112521393STEREO-A,,0
225000000,2011,11,25,11/25/2011,21,39,3,9:39:03 PM,2011-11-25 21:39:03,STEREO-A,STA,FF,SSC,2011112521393STEREO-A,Repetido,1
2052,2011,11,26,11/26/2011,18,9,24,6:09:24 PM,2011-11-26 18:09:24,STEREO-A,STA,FF,IPShock,2011112618924STEREO-A,,0
226000000,2011,11,26,11/26/2011,18,9,24,6:09:24 PM,2011-11-26 18:09:24,STEREO-A,STA,FF,SSC,2011112618924STEREO-A,Repetido,1
2053,2011,11,28,11/28/2011,9,9,15,9:09:15 AM,2011-11-28 09:09:15,STEREO-A,STA,FF,IPShock,201111289915STEREO-A,,0
2054,2011,11,28,11/28/2011,14,51,25,2:51:25 PM,2011-11-28 14:51:25,STEREO-A,STA,FF,IPShock,20111128145125STEREO-A,,0
227000000,2011,11,28,11/28/2011,14,51,25,2:51:25 PM,2011-11-28 14:51:25,STEREO-A,STA,FF,SSC,20111128145125STEREO-A,Repetido,1
2057,2011,12,2,12/2/2011,16,3,59,4:03:59 PM,2011-12-02 16:03:59,STEREO-B,STB,FF,IPShock,201112216359STEREO-B,,0
228000000,2011,12,2,12/2/2011,16,3,59,4:03:59 PM,2011-12-02 16:03:59,STEREO-B,STB,FF,SSC,201112216359STEREO-B,Repetido,1
2060,2011,12,6,12/6/2011,22,43,30,10:43:30 PM,2011-12-06 22:43:30,STEREO-A,STA,FF,IPShock,2011126224330STEREO-A,,0
2061,2011,12,8,12/8/2011,0,37,58,12:37:58 AM,2011-12-08 00:37:58,STEREO-A,STA,FF,IPShock,201112803758STEREO-A,,0
229000000,2011,12,12,12/12/2011,3,47,21,3:47:21 AM,2011-12-12 03:47:21,STEREO-A,STA,FR,SSC,2011121234721STEREO-A,,0
230000000,2011,12,13,12/13/2011,4,52,19,4:52:19 AM,2011-12-13 04:52:19,STEREO-B,STB,FR,SSC,2011121345219STEREO-B,,0
2062,2011,12,13,12/13/2011,4,52,29,4:52:29 AM,2011-12-13 04:52:29,STEREO-B,STB,FR,IPShock,2011121345229STEREO-B,,0
2063,2011,12,17,12/17/2011,2,5,6,2:05:06 AM,2011-12-17 02:05:06,STEREO-A,STA,FF,IPShock,20111217256STEREO-A,,0
231000000,2011,12,17,12/17/2011,2,5,6,2:05:06 AM,2011-12-17 02:05:06,STEREO-A,STA,FF,SSC,20111217256STEREO-A,Repetido,1
2065,2011,12,19,12/19/2011,17,27,36,5:27:36 PM,2011-12-19 17:27:36,STEREO-A,STA,FF,IPShock,20111219172736STEREO-A,,0
2066,2011,12,21,12/21/2011,0,30,0,12:30:00 AM,2011-12-21 00:30:00,STEREO-A,STA,FR,IPShock,201112210300STEREO-A,,0
232000000,2011,12,21,12/21/2011,0,30,0,12:30:00 AM,2011-12-21 00:30:00,STEREO-A,STA,FR,SSC,201112210300STEREO-A,Repetido,1
2067,2011,12,21,12/21/2011,9,27,27,9:27:27 AM,2011-12-21 09:27:27,STEREO-A,STA,FF,IPShock,2011122192727STEREO-A,,0
233000000,2011,12,21,12/21/2011,9,27,27,9:27:27 AM,2011-12-21 09:27:27,STEREO-A,STA,FF,SSC,2011122192727STEREO-A,Repetido,1
234000000,2011,12,26,12/26/2011,23,50,46,11:50:46 PM,2011-12-26 23:50:46,STEREO-B,STB,FF,SSC,20111226235046STEREO-B,,0
2068,2011,12,28,12/28/2011,1,28,45,1:28:45 AM,2011-12-28 01:28:45,STEREO-A,STA,FF,IPShock,2011122812845STEREO-A,,0
235000000,2011,12,28,12/28/2011,1,28,45,1:28:45 AM,2011-12-28 01:28:45,STEREO-A,STA,FF,SSC,2011122812845STEREO-A,Repetido,1
2069,2011,12,28,12/28/2011,20,47,8,8:47:08 PM,2011-12-28 20:47:08,STEREO-A,STA,FR,IPShock,2011122820478STEREO-A,,0
236000000,2011,12,28,12/28/2011,20,47,8,8:47:08 PM,2011-12-28 20:47:08,STEREO-A,STA,FR,SSC,2011122820478STEREO-A,Repetido,1
2070,2012,1,1,1/1/2012,13,22,20,1:22:20 PM,2012-01-01 13:22:20,STEREO-A,STA,FF,IPShock,201211132220STEREO-A,,0
237000000,2012,1,1,1/1/2012,13,22,20,1:22:20 PM,2012-01-01 13:22:20,STEREO-A,STA,FF,SSC,201211132220STEREO-A,Repetido,1
2072,2012,1,4,1/4/2012,16,40,39,4:40:39 PM,2012-01-04 16:40:39,STEREO-A,STA,FF,IPShock,201214164039STEREO-A,,0
238000000,2012,1,4,1/4/2012,16,40,39,4:40:39 PM,2012-01-04 16:40:39,STEREO-A,STA,FF,SSC,201214164039STEREO-A,Repetido,1
239000000,2012,1,6,1/6/2012,12,13,14,12:13:14 PM,2012-01-06 12:13:14,STEREO-B,STB,FF,SSC,201216121314STEREO-B,,0
2073,2012,1,16,1/16/2012,9,49,15,9:49:15 AM,2012-01-16 09:49:15,STEREO-B,STB,FF,IPShock,201211694915STEREO-B,,0
240000000,2012,1,16,1/16/2012,9,49,15,9:49:15 AM,2012-01-16 09:49:15,STEREO-B,STB,FF,SSC,201211694915STEREO-B,Repetido,1
2074,2012,1,19,1/19/2012,1,46,1,1:46:01 AM,2012-01-19 01:46:01,STEREO-B,STB,FF,IPShock,20121191461STEREO-B,,0
241000000,2012,1,19,1/19/2012,1,46,1,1:46:01 AM,2012-01-19 01:46:01,STEREO-B,STB,FF,SSC,20121191461STEREO-B,Repetido,1
2079,2012,1,23,1/23/2012,1,7,0,1:07:00 AM,2012-01-23 01:07:00,STEREO-A,STA,FF,IPShock,2012123170STEREO-A,,0
242000000,2012,1,23,1/23/2012,1,7,0,1:07:00 AM,2012-01-23 01:07:00,STEREO-A,STA,FF,SSC,2012123170STEREO-A,Repetido,1
2081,2012,1,29,1/29/2012,2,13,36,2:13:36 AM,2012-01-29 02:13:36,STEREO-A,STA,FF,IPShock,201212921336STEREO-A,,0
243000000,2012,1,29,1/29/2012,2,13,36,2:13:36 AM,2012-01-29 02:13:36,STEREO-A,STA,FF,SSC,201212921336STEREO-A,Repetido,1
2082,2012,1,29,1/29/2012,5,48,40,5:48:40 AM,2012-01-29 05:48:40,STEREO-A,STA,FF,IPShock,201212954840STEREO-A,,0
2083,2012,1,29,1/29/2012,13,4,18,1:04:18 PM,2012-01-29 13:04:18,STEREO-A,STA,FF,IPShock,201212913418STEREO-A,,0
244000000,2012,1,29,1/29/2012,13,4,18,1:04:18 PM,2012-01-29 13:04:18,STEREO-A,STA,FF,SSC,201212913418STEREO-A,Repetido,1
2084,2012,1,30,1/30/2012,11,7,52,11:07:52 AM,2012-01-30 11:07:52,STEREO-B,STB,FF,IPShock,201213011752STEREO-B,,0
245000000,2012,1,30,1/30/2012,11,7,52,11:07:52 AM,2012-01-30 11:07:52,STEREO-B,STB,FF,SSC,201213011752STEREO-B,Repetido,1
2086,2012,2,3,2/3/2012,5,46,37,5:46:37 AM,2012-02-03 05:46:37,STEREO-B,STB,FF,IPShock,20122354637STEREO-B,,0
246000000,2012,2,3,2/3/2012,5,46,37,5:46:37 AM,2012-02-03 05:46:37,STEREO-B,STB,FF,SSC,20122354637STEREO-B,Repetido,1
247000000,2012,2,3,2/3/2012,15,20,48,3:20:48 PM,2012-02-03 15:20:48,STEREO-B,STB,FR,SSC,201223152048STEREO-B,,0
2087,2012,2,3,2/3/2012,15,20,53,3:20:53 PM,2012-02-03 15:20:53,STEREO-B,STB,FR,IPShock,201223152053STEREO-B,,0
2088,2012,2,8,2/8/2012,18,9,36,6:09:36 PM,2012-02-08 18:09:36,STEREO-B,STB,FF,IPShock,20122818936STEREO-B,,0
248000000,2012,2,8,2/8/2012,18,9,36,6:09:36 PM,2012-02-08 18:09:36,STEREO-B,STB,FF,SSC,20122818936STEREO-B,Repetido,1
2091,2012,2,19,2/19/2012,20,52,4,8:52:04 PM,2012-02-19 20:52:04,STEREO-A,STA,FF,IPShock,201221920524STEREO-A,,0
249000000,2012,2,19,2/19/2012,20,52,4,8:52:04 PM,2012-02-19 20:52:04,STEREO-A,STA,FF,SSC,201221920524STEREO-A,Repetido,1
250000000,2012,2,20,2/20/2012,10,27,40,10:27:40 AM,2012-02-20 10:27:40,STEREO-B,STB,FF,SSC,2012220102740STEREO-B,,0
2094,2012,2,20,2/20/2012,19,17,48,7:17:48 PM,2012-02-20 19:17:48,STEREO-A,STA,FF,IPShock,2012220191748STEREO-A,,0
251000000,2012,2,20,2/20/2012,19,17,48,7:17:48 PM,2012-02-20 19:17:48,STEREO-A,STA,FF,SSC,2012220191748STEREO-A,Repetido,1
2097,2012,2,28,2/28/2012,23,20,13,11:20:13 PM,2012-02-28 23:20:13,STEREO-A,STA,FR,IPShock,2012228232013STEREO-A,,0
252000000,2012,2,28,2/28/2012,23,20,13,11:20:13 PM,2012-02-28 23:20:13,STEREO-A,STA,FR,SSC,2012228232013STEREO-A,Repetido,1
2098,2012,3,1,3/1/2012,20,24,55,8:24:55 PM,2012-03-01 20:24:55,STEREO-A,STA,FF,IPShock,201231202455STEREO-A,,0
2101,2012,3,7,3/7/2012,18,14,0,6:14:00 PM,2012-03-07 18:14:00,STEREO-B,STB,FF,IPShock,20123718140STEREO-B,,0
253000000,2012,3,7,3/7/2012,18,14,0,6:14:00 PM,2012-03-07 18:14:00,STEREO-B,STB,FF,SSC,20123718140STEREO-B,Repetido,1
2102,2012,3,7,3/7/2012,18,25,36,6:25:36 PM,2012-03-07 18:25:36,STEREO-B,STB,FF,IPShock,201237182536STEREO-B,,0
254000000,2012,3,8,3/8/2012,13,36,44,1:36:43 PM,2012-03-08 13:36:43,STEREO-B,STB,FF,SSC,"201238133643,5STEREO-B",,0
2106,2012,3,10,3/10/2012,21,17,11,9:17:11 PM,2012-03-10 21:17:11,STEREO-B,STB,FF,IPShock,2012310211711STEREO-B,,0
255000000,2012,3,10,3/10/2012,21,17,11,9:17:11 PM,2012-03-10 21:17:11,STEREO-B,STB,FF,SSC,2012310211711STEREO-B,Repetido,1
2109,2012,3,14,3/14/2012,6,51,37,6:51:37 AM,2012-03-14 06:51:37,STEREO-A,STA,FF,IPShock,201231465137STEREO-A,,0
256000000,2012,3,14,3/14/2012,6,51,37,6:51:37 AM,2012-03-14 06:51:37,STEREO-A,STA,FF,SSC,201231465137STEREO-A,Repetido,1
2113,2012,3,15,3/15/2012,22,32,30,10:32:30 PM,2012-03-15 22:32:30,STEREO-A,STA,FF,IPShock,2012315223230STEREO-A,,0
257000000,2012,3,15,3/15/2012,22,32,30,10:32:30 PM,2012-03-15 22:32:30,STEREO-A,STA,FF,SSC,2012315223230STEREO-A,Repetido,1
258000000,2012,3,18,3/18/2012,15,3,40,3:03:40 PM,2012-03-18 15:03:40,STEREO-A,STA,FF,SSC,201231815340STEREO-A,,0
259000000,2012,3,18,3/18/2012,19,30,46,7:30:46 PM,2012-03-18 19:30:46,STEREO-A,STA,FF,SSC,2012318193046STEREO-A,,0
2114,2012,3,18,3/18/2012,19,30,46,7:30:46 PM,2012-03-18 19:30:46,STEREO-A,STA,FF,IPShock,2012318193046STEREO-A,Repetido,1
2116,2012,3,19,3/19/2012,19,17,43,7:17:43 PM,2012-03-19 19:17:43,STEREO-A,STA,FF,IPShock,2012319191743STEREO-A,,0
260000000,2012,3,19,3/19/2012,19,17,43,7:17:43 PM,2012-03-19 19:17:43,STEREO-A,STA,FF,SSC,2012319191743STEREO-A,Repetido,1
261000000,2012,3,23,3/23/2012,10,14,42,10:14:42 AM,2012-03-23 10:14:42,STEREO-A,STA,FF,SSC,2012323101442STEREO-A,,0
2117,2012,3,23,3/23/2012,19,7,15,7:07:15 PM,2012-03-23 19:07:15,STEREO-A,STA,FF,IPShock,201232319715STEREO-A,,0
262000000,2012,3,23,3/23/2012,19,7,15,7:07:15 PM,2012-03-23 19:07:15,STEREO-A,STA,FF,SSC,201232319715STEREO-A,Repetido,1
263000000,2012,3,26,3/26/2012,9,59,34,9:59:34 AM,2012-03-26 09:59:34,STEREO-A,STA,FF,SSC,201232695934STEREO-A,,0
2120,2012,3,26,3/26/2012,9,59,34,9:59:34 AM,2012-03-26 09:59:34,STEREO-A,STA,FF,IPShock,201232695934STEREO-A,Repetido,1
2121,2012,3,26,3/26/2012,16,30,30,4:30:30 PM,2012-03-26 16:30:30,STEREO-B,STB,FF,IPShock,2012326163030STEREO-B,,0
264000000,2012,3,26,3/26/2012,16,30,30,4:30:30 PM,2012-03-26 16:30:30,STEREO-B,STB,FF,SSC,2012326163030STEREO-B,Repetido,1
2122,2012,3,28,3/28/2012,21,37,32,9:37:32 PM,2012-03-28 21:37:32,STEREO-B,STB,FF,IPShock,2012328213732STEREO-B,,0
265000000,2012,3,28,3/28/2012,21,37,32,9:37:32 PM,2012-03-28 21:37:32,STEREO-B,STB,FF,SSC,2012328213732STEREO-B,Repetido,1
2123,2012,3,30,3/30/2012,8,27,33,8:27:33 AM,2012-03-30 08:27:33,STEREO-B,STB,FR,IPShock,201233082733STEREO-B,,0
266000000,2012,4,3,4/3/2012,20,47,13,8:47:13 PM,2012-04-03 20:47:13,STEREO-A,STA,FF,SSC,201243204713STEREO-A,,0
267000000,2012,4,4,4/4/2012,10,40,11,10:40:11 AM,2012-04-04 10:40:11,STEREO-A,STA,FF,SSC,201244104011STEREO-A,,0
2124,2012,4,11,4/11/2012,7,23,18,7:23:18 AM,2012-04-11 07:23:18,STEREO-A,STA,FF,IPShock,201241172318STEREO-A,,0
2125,2012,4,11,4/11/2012,18,59,55,6:59:55 PM,2012-04-11 18:59:55,STEREO-B,STB,FF,IPShock,2012411185955STEREO-B,,0
2130,2012,4,16,4/16/2012,4,53,38,4:53:38 AM,2012-04-16 04:53:38,STEREO-B,STB,FR,IPShock,201241645338STEREO-B,,0
2131,2012,4,17,4/17/2012,3,36,38,3:36:38 AM,2012-04-17 03:36:38,STEREO-B,STB,FF,IPShock,201241733638STEREO-B,,0
268000000,2012,4,17,4/17/2012,3,36,38,3:36:38 AM,2012-04-17 03:36:38,STEREO-B,STB,FF,SSC,201241733638STEREO-B,Repetido,1
2132,2012,4,18,4/18/2012,11,0,45,11:00:45 AM,2012-04-18 11:00:45,STEREO-B,STB,FF,IPShock,201241811045STEREO-B,,0
269000000,2012,4,18,4/18/2012,11,0,45,11:00:45 AM,2012-04-18 11:00:45,STEREO-B,STB,FF,SSC,201241811045STEREO-B,Repetido,1
